,FTR,Season,HomeTeamID,AwayTeamID,Outcome,Ha,Aa,Hb,Ab,ProbA,ProbD,ProbH,Prediction
1839,1.0,5.0,26.0,28.0,1.0,-0.03328362387491518,0.01814804673965937,0.10376632050528975,-0.056295190204630675,0.24405123589427344,0.2702742912281071,0.48567024966237793,2.0
1840,0.0,5.0,20.0,23.0,0.0,0.040432688327703165,0.035319165462272005,-0.032447257668159375,0.1456465413801534,0.3163301887518249,0.28118269998799694,0.40248526716343724,2.0
1841,1.0,5.0,31.0,30.0,1.0,-0.0443307554144928,-0.045009912147248546,-0.10605557249945105,-0.19611523273350578,0.25068317808403967,0.24846949502458843,0.5008352602720082,2.0
1842,1.0,5.0,25.0,22.0,1.0,0.0038077492512174965,0.05922242262112063,0.016489350597574996,0.10725267857816967,0.308450649985217,0.28244308087887043,0.40910448080366646,2.0
1843,1.0,5.0,19.0,10.0,1.0,0.1836014220437867,0.06980738497570184,0.4077797760458057,0.08108037168703355,0.1731193500861829,0.25724025779148224,0.5696325334546986,2.0
1844,0.0,5.0,17.0,14.0,0.0,-0.06375806841924644,0.006436749061353136,-0.023461854312874102,0.18881565116959514,0.3391279385019696,0.2990367468950006,0.3618345919128728,2.0
1845,1.0,5.0,23.0,17.0,1.0,0.0464717197983884,-0.05602362538665656,0.15138449953187366,-0.05099779340328159,0.19981213755989402,0.25880153483345847,0.5413787561126774,2.0
1846,1.0,5.0,4.0,25.0,1.0,0.028301721882264347,-0.0004270689488101347,0.06970279140487753,0.018222036519900318,0.25089071814100894,0.2719050225242227,0.47720043228513437,2.0
1847,1.0,5.0,14.0,20.0,1.0,0.028397769696831825,0.0354736533964235,0.1796449485454299,-0.046141084423326845,0.21859036547565458,0.2626665508498031,0.5187367619953798,2.0
1848,2.0,5.0,24.0,31.0,2.0,-0.010228665815777162,-0.030164048561469203,0.16770740175867438,-0.13240211117864073,0.1965849843965586,0.254260939483401,0.5491448343152877,2.0
